FID,Loc_name,Status,Score,Match_type,Match_addr,Addr_type,AddNum,AddNumFrom,AddNumTo,Side,StPreDir,StPreType,StName,StType,StDir,StAddr,City,Region,Postal,Country,X,Y,DisplayX,DisplayY,ARC_Single,EntityID,AGENCY,NAME,YOUTH_FACI,THRIRTYFIV,FRTHGRD_RE,AVAIL_STAF,BEST_TIMES,WEBSITE,PHONE_1,ORIG_ADDRE,AddressLin,Latitude,Longitude,AdminDistr,PostalCode,ADV_RES_RE,EKIP_VOUCH,
122,USA.PointAddress,M,100,A,"1501 N Poplar St, Casper, Wyoming, 82601",PointAddress,1501, , ,R,N, ,Poplar,St, ,1501 N Poplar St,Casper,Wyoming,82601,USA,-106.339586,42.866623,-106.337111,42.86638,"1501 North Poplar Street, Casper, WY, 82601",124, Bureau of Land Management,National Historic Trails Interpretive Center,"Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers",Spring (March - May),http://www.blm.gov/wy/st/en/NHTIC.html,307-261-7787,"1501 North Poplar Street, Casper, WY","1501 North Poplar Street, Casper, WY, 82601",42.866623,-106.339586,Wyoming,82601,No,,
123,PRI.Postal,M,100,A,745,Postal, , , , , , , , , , , ,Puerto Rico,745,PRI,-65.832251,18.37971,-65.832251,18.37971,"Puerto Rico Highway 191, enter El Yunque National Forest near km 4.0, PR 00745-9625",125, U.S. Forest Service,El Yunque National Forest El Portal Visitors Center,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, wheelchair accessible",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/elyunque/recreation/outdoorlearning/recarea/?recid=43379&actid=120,787-888-1880,"Puerto Rico Highway 191, enter El Yunque National Forest near km 4.0","Puerto Rico Highway 191, enter El Yunque National Forest near km 4.0, PR 00745-9625",18.37971,-65.832251,Puerto Rico,0,No,,
124,USA.StreetAddress,M,96.15,A,"32353 Ortega Hwy, Lake Elsinore, California, 92530",StreetAddress,32353,32353,32301,L, , ,Ortega,Hwy, ,32353 Ortega Hwy,Lake Elsinore,California,92530,USA,-117.412328,33.651329,-117.412328,33.651329,"32353 Ortgea Highway, CA 92530",126, U.S. Forest Service,El Cariso Nature Trail,"Visitor Center, Agents of Nature mobile game",Yes,"Outdoor classroom, History/Social Studies/Cultural Heritage program","Volunteers, self-guided interpretive hike","Winter (November - February), Spring (March - May), Fall (September - October)",http://www.fs.usda.gov/recarea/cleveland/recreation/hiking/recarea/?recid=47610&actid=50,951-736-1811,32353 Ortgea Highway,"32353 Ortgea Highway, CA 92530",33.651329,-117.412328,California,92530,No,,
125,USA.StreetAddress,M,100,A,"669 S Highway 89A, Kanab, Utah, 84741",StreetAddress,669,693,659,R,S,Highway,89A, , ,669 S Highway 89A,Kanab,Utah,84741,USA,-112.524973,37.037211,-112.524973,37.037211,"669 So. Hwy. 89A, Kanab, UT  84741",127, Bureau of Land Management,Grand Staircase-Escalante National Monument,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Day use areas, Campgrounds; trails; wilderness area",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program","Staff interpreters, Staff rangers, Volunteers","Spring (March - May), Fall (September - October)",http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante.html,435-644-1200,"669 So. Hwy. 89A, Kanab, UT","669 So. Hwy. 89A, Kanab, UT  84741",37.037211,-112.524973,Utah,84741,No,,
126,USA.StreetAddress,M,100,A,"496 Cemetery Rd, Andersonville, Georgia, 31711",StreetAddress,496,2,498,L, , ,Cemetery,Rd, ,496 Cemetery Rd,Andersonville,Georgia,31711,USA,-84.131794,32.201237,-84.131794,32.201237,"496 Cemetery Road, Andersonville, GA 31711",128, National Park Service,"Everglades National Park, Andersonville National Historic Site","Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http://www.nps.gov/ande/,229-924-0343,"496 Cemetery Road, Andersonville","496 Cemetery Road, Andersonville, GA 31711",32.201237,-84.131794,Georgia,31711,No,,
127,USA.PointAddress,M,100,A,"450 Auburn Ave NE, Atlanta, Georgia, 30312",PointAddress,450, , ,L, , ,Auburn,Ave,NE,450 Auburn Ave NE,Atlanta,Georgia,30312,USA,-84.373602,33.755508,-84.373531,33.75579,"450 Auburn Avenue NE, Atlanta, GA 30312-1525",129, National Park Service,"Martin Luther King, Jr. National Historic Site","Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http://www.nps.gov/malu/,404-730-3112,"450 Auburn Avenue NE, Atlanta","450 Auburn Avenue NE, Atlanta, GA 30312-1525",33.755508,-84.373602,Georgia,0,No,,
128,USA.PointAddress,M,90.42,A,"2400 Highway 101 S, Yachats, Oregon, 97498",PointAddress,2400, , ,R, ,Highway,101, ,S,2400 Highway 101 S,Yachats,Oregon,97498,USA,-124.109139,44.283282,-124.106671,44.2864,"2400 Highway 101, Yachats, Oregon , OR 97498",130, U.S. Forest Service,Cape Perpetua Visitor Center,"Restrooms, Visitor Center, Environmental education facility",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/siuslaw/recreation/recarea/?recid=42279,(541) 547-3289,"2400 Highway 101, Yachats, Oregon","2400 Highway 101, Yachats, Oregon , OR 97498",44.283282,-124.109139,Oregon,97498,No,,
129,USA.StreetAddress,M,100,A,"50000 Historic Columbia River Hwy, Bridal Veil, Oregon, 97010",StreetAddress,50000,50000,53008,R, , ,Historic Columbia River,Hwy, ,50000 Historic Columbia River Hwy,Bridal Veil,Oregon,97010,USA,-122.118866,45.577447,-122.118866,45.577447,"50000 Historic Columbia River Hwy, Bridal Veil, OR  97010",131, U.S. Forest Service,Multnomah Falls Recreation Area,"Restrooms, Visitor Center",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.fed.us/visit/destination/multnomah-falls,(503) 695-2372,"50000 Historic Columbia River Hwy, Bridal Veil, OR","50000 Historic Columbia River Hwy, Bridal Veil, OR  97010",45.577447,-122.118866,Oregon,97010,No,,
130,USA.AdminPlaces,M,100,A,"Yellowstone National Park, Wyoming",SubAdmin, , , , , , , , , , ,Yellowstone National Park,Wyoming, ,USA,-110.666269,44.134862,-110.666269,44.134862,"PO Box 168 Yellowstone National Park , WY 82190-0168",132, National Park Service,Yellowstone National Park,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program",Staff interpreters,"Spring (March - May), Fall (September - October)",http://www.nps.gov/yell/,304 344 7381,PO Box 168 Yellowstone National Park,"PO Box 168 Yellowstone National Park , WY 82190-0168",44.134862,-110.666269,Wyoming,0,Yes,,
131,USA.StreetAddress,M,100,A,"1100 N Mineral Springs Rd, Porter, Indiana, 46304",StreetAddress,1100,1000,1268,L,N, ,Mineral Springs,Rd, ,1100 N Mineral Springs Rd,Porter,Indiana,46304,USA,-87.086757,41.631574,-87.086757,41.631574,"1100 N. Mineral Springs Road, Porter, IN 46304",133, National Park Service,Indiana Dunes National Lakeshore,"Restrooms, Visitor Center, Environmental education facility, Day use areas",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program",Staff interpreters,"Spring (March - May), Fall (September - October)",http://www.nps.gov/indu/,219-926-7561,"1100 N. Mineral Springs Road, Porter","1100 N. Mineral Springs Road, Porter, IN 46304",41.631574,-87.086757,Indiana,46304,Yes,,
132,USA.StreetAddress,M,98.32,A,"400 Rapides Dr, Natchitoches, Louisiana, 71457",StreetAddress,400,458,250,L, , ,Rapides,Dr, ,400 Rapides Dr,Natchitoches,Louisiana,71457,USA,-93.085807,31.742669,-93.085807,31.742669,"400 Rapids Drive, Natchitoches, LA 71457",134, National Park Service,Cane River Creole National Historical Park,"Restrooms, Visitor Center",Yes,"Staff or volunteer-led tour/hike, History/Social Studies/Cultural Heritage program",Staff interpreters,"Winter (November - February), Spring (March - May), Fall (September - October)",http://www.nps.gov/cari,318-352-0383,"400 Rapids Drive, Natchitoches","400 Rapids Drive, Natchitoches, LA 71457",31.742669,-93.085807,Louisiana,71457,No,,
133, ,U,0,A, , , , , , , , , , , , , ,Utah, , ,-109.733628,38.720108,0,0, ,135, Bureau of Land Management,Mill Canyon Dinosaur Tracksite,Self-guided interpretive trail,Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.handsontheland.org/profile/mill-canyon-dinosaur-tracksite,435-259-2179,"38Îç43'12.39""""N / 109Îç44'1.06""""W", ,38.720108,-109.733628,Utah,84532,No, ,
134,USA.StreetAddress,M,100,A,"365 Cedars Rd, Munford, Alabama, 36268",StreetAddress,365,455,101,R, , ,Cedars,Rd, ,365 Cedars Rd,Munford,Alabama,36268,USA,-85.946469,33.523945,-85.946469,33.523945,"365 Cedars Rd, Munford, AL , 36268",136, U.S. Forest Service,Munford School,"Restrooms, Environmental education facility, Day use areas, trails",Yes,"Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program",Elementary School Teachers,"Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://mes.tcboe.org/,(256) 315-5250,"365 Cedars Rd, Munford, AL","365 Cedars Rd, Munford, AL , 36268",33.523945,-85.946469,Alabama,36268,Yes,,
135,USA.StreetName,M,88.65,A,"Blanchard Rd, Fifty Six, Arkansas, 72533",StreetName, , , , , , ,Blanchard,Rd, ,Blanchard Rd,Fifty Six,Arkansas,72533,USA,-92.197437,35.96609,-92.197437,35.96609,"Blanchard Springs, Fifty Six  AR  , 72533",137, U.S. Forest Service,Blanchard Springs Visitor Center,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas, Cave Tours",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Cave Tours","Staff interpreters, Volunteers, Cave Guides","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/detail/osfnf/specialplaces/?cid=stelprdb5351305,870-757-2211,"Blanchard Springs, Fifty Six  AR","Blanchard Springs, Fifty Six  AR  , 72533",35.96609,-92.197437,Arkansas,72533,Yes,,
136, ,U,0,A, , , , , , , , , , , , , ,Georgia, , ,-83.798567,34.847894,0,0, ,138, U.S. Forest Service,Brasstown Bald Visitor Center,"Restrooms, Visitor Center, Group shelters, Day use areas, trails and overlook",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers","Spring (March - May), Summer (June - August), Fall (September - October)",http://cfaia.org/brasstown-bald-recreation-area-visitor-centers-in-georgia/,706-896-2556, , ,34.847894,-83.798567,Georgia,30512,No, ,
137,USA.StreetName,M,100,A,"Visitor Center Dr, Golden Pond, Kentucky, 42211",StreetName, , , , , , ,Visitor Center,Dr, ,Visitor Center Dr,Golden Pond,Kentucky,42211,USA,-88.06459,36.778814,-88.06459,36.778814,"238 Visitor Center Dr, Golden Pond, KY 42211",139, U.S. Forest Service,Land Between the Lakes National Recreation Area,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Water Access, Live Animal Exhibits",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program, Many activities across the landscape","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.landbetweenthelakes.us/,800-525-7077,"238 Visitor Center Dr, Golden Pond, KY 42211","238 Visitor Center Dr, Golden Pond, KY 42211",36.778814,-88.06459,Kentucky,42211,No,,
138, ,U,0,A, , , , , , , , , , , , , ,Kentucky, , ,0,0,0,0, ,140, U.S. Forest Service,Gladie Cultural and Environmental Learning Center,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Trails",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/dbnf/recreation/recarea/?recid=39566,606-663-8100,", Stanton, KY", ,0,0,Kentucky,40380,No, ,
139,USA.StreetName,M,100,A,"Pisgah Hwy, Pisgah Forest, North Carolina, 28768",StreetName, , , , , , ,Pisgah,Hwy, ,Pisgah Hwy,Pisgah Forest,North Carolina,28768,USA,-82.784113,35.308442,-82.784113,35.308442,"11250 Pisgah Hwy  Pisgah Forest, NC 28768",141, U.S. Forest Service,Cradle of Forestry--the Birthplace of Forest Conservation in America,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Living History, trails,",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program","Staff interpreters, Volunteers, CFIA Staff adn Educators","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",https://www.cradleofforestry.com/site/,828-877-3130,"11250 Pisgah Hwy  Pisgah Forest, NC 28768","11250 Pisgah Hwy  Pisgah Forest, NC 28768",35.21,-82.46,North Carolina,28768,No,,
140,USA.StreetAddress,M,100,A,"4400 Highway 64, Copperhill, Tennessee, 37317",StreetAddress,4400,4498,4400,L, ,Highway,64, , ,4400 Highway 64,Copperhill,Tennessee,37317,USA,-84.460928,35.0663,-84.460928,35.0663,"4400 Highway 64, Copperhill, TN, 37317",142, U.S. Forest Service,Ocoee Whitewater Center,"Restrooms, Visitor Center, Day use areas, Trails",Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.usda.gov/recarea/cherokee/recarea/?recid=35096,423-496-0100,"4400 Highway 64, Copperhill, TN","4400 Highway 64, Copperhill, TN, 37317",35.0663,-84.460928,Tennessee,37317,No,,
141,USA.StreetAddress,M,100,A,"708 Main St, Wall, South Dakota, 57790",StreetAddress,708,898,700,R, , ,Main,St, ,708 Main St,Wall,South Dakota,57790,USA,-102.241797,43.9908,-102.241797,43.9908," 708 Main Street, Wall, SD , 57790",143, U.S. Forest Service,National Grasslands Visitor Center,"Restrooms, Visitor Center, public gardens",Yes,"Staff or volunteer-led tour/hike, Visitor Center exhibits, JR Ranger Program","Staff interpreters, Staff rangers, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.fed.us/wildflowers/regions/Rocky_Mountain/NGsVisitorCenter/index.shtml,(605) 279-2125," 708 Main Street, Wall, SD"," 708 Main Street, Wall, SD , 57790",43.9908,-102.241797,South Dakota,57790,No,,
142,USA.StreetAddress,M,90.1,A,"1400 Independence Ave SW, Washington, District of Columbia, 20024",StreetAddress,1400,1400,1446,L, , ,Independence,Ave,SW,1400 Independence Ave SW,Washington,District of Columbia,20024,USA,-77.032067,38.887561,-77.032067,38.887561,"1400 Independence Ave SW, Washington DC, 20250",144, U.S. Forest Service,Forest Service Visitor Center,Visitor Center,Yes,Staff or volunteer-led tour/hike,"Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fs.fed.us/info/,(800) 832-1355,"1400 Independence Ave SW, Washington DC","1400 Independence Ave SW, Washington DC, 20250",38.887561,-77.032067,DC,20250,No,,
143,USA.StreetAddress,M,91.75,A,"5821 N Highway 17, Awendaw, South Carolina, 29429",StreetAddress,5821,5779,6175,R,N,Highway,17, , ,5821 N Highway 17,Awendaw,South Carolina,29429,USA,-79.662838,32.979276,-79.662838,32.979276,"5821 Highway 17 North Awendaw, SC , 29429",145, U.S. Forest Service,Sewee Visitor Environmental Education Center,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Endangered Red Wolf Exhibit",Yes,"Staff or volunteer-led tour/hike, Outdoor classroom, Science/Technology/Engineering/Math (STEM) program, History/Social Studies/Cultural Heritage program, English Language Arts program","Staff interpreters, Volunteers","Winter (November - February), Spring (March - May), Summer (June - August), Fall (September - October)",http://www.fws.gov/seweecenter/index.html,(843) 928-3368,"5821 Highway 17 North Awendaw, SC","5821 Highway 17 North Awendaw, SC , 29429",32.979276,-79.662838,South Carolina,29429,No,,
